id,site_id,district,street,nr_of_rooms,area_m2,floor,floor_max,series,building_type,extra,price,price_m2,site,description
210,agenskalns/edipm,Āgenskalns,Zemaišu 15,2,44.0,3,6,Jaun.,Paneļu,"Balkons, Parkošanas vieta",127100.0,2888.64,https://www.ss.com/msg/lv/real-estate/flats/riga/agenskalns/edipm.html,"Dzīvoklis energoefektīvā jaunajā projektā “Mārpagalmi 2”. 

+Dzīvoklis tiek piedāvāts ar pilnu apdari un aprīkotu sanitāro mezglu un rekuperācijas sistēmu;
+Labiekārtota teritorija ar bērnu laukumiem, pašiem savu parku ar dīķi un strūklaku. Visā teritorijā tiek veikta videonovērošana;
+Iedzīvotāju ērtībai dzīvokļiem ir individuālie skaitītāji, kuri tiek nolasīti bez dzīvokļu īpašnieku iesaistes. Sakopta, slēdzama kāpņu telpa aprīkota ar pasažieru liftiem, pieejamas velo novietnes. 
+Brīnišķīga atrašanās vieta vienā no pilsētas pieprasītākajiem mikrorajoniem - Āgenskalns. Šī daudzdzīvokļu nama izvietojums sniegs Jums attīstītas infrastruktūras priekšrocības. Tuvumā ir sabiedriskais transports, veikali, izglītības un medicīnas iestādes, aktīvas atpūtas iespējas, kā arī iespēju īsā laika posmā nonākt pilsētas centrā. 

Par iespējām iegādāties citus dzīvokļus šajā projektā vai uzzināt informāciju par citiem projektiem no attīstītāja “Yit Latvija” lūgums sazināties izmantojot norādīto kontaktinformāciju. 

Квартира в энергоэффективном новом проекте “Mārpagalmi 2”. 

+ Квартира предлагается с полной отделкой и оборудованным санузлом, а также с системой рекуперации;
+ Благоустроенная территория с детскими площадками, своим парком с прудом и фонтаном. На всей территории ведется видеонаблюдение;
+ Для удобства жителей в квартирах установлены индивидуальные счетчики, которые считываются автоматически без участия собственника квартиры. Ухоженная, закрытая лестничная клетка оборудована пассажирскими лифтами, установлены велосипедные парковки;
+ Прекрасное расположение в одном из самых востребованных микрорайонов - Агенскалнсе. Местонахождение этого многоквартирного дома предоставит Вам преимущества развитой инфраструктуры. Рядом общественный транспорт, магазины, образовательные и медицинские учреждения, возможности для активного отдыха, а также возможность добраться до центра города за короткий промежуток времени. 

По вопросам приобретения других квартир в этом проекте или получить информацию о других проектах от застройщика “Yit Latvija”, просьба связаться с нами, используя указанную контактную информацию."
211,agenskalns/ghdbf,Āgenskalns,Zemaišu 15,3,61.0,3,6,Jaun.,Paneļu,"Balkons, Parkošanas vieta",159800.0,2619.67,https://www.ss.com/msg/lv/real-estate/flats/riga/agenskalns/ghdbf.html,"Dzīvoklis energoefektīvā jaunajā projektā “Mārpagalmi 2”. 

+Dzīvoklis tiek piedāvāts ar pilnu apdari un aprīkotu sanitāro mezglu un rekuperācijas sistēmu;
+Labiekārtota teritorija ar bērnu laukumiem, pašiem savu parku ar dīķi un strūklaku. Visā teritorijā tiek veikta videonovērošana;
+Iedzīvotāju ērtībai dzīvokļiem ir individuālie skaitītāji, kuri tiek nolasīti bez dzīvokļu īpašnieku iesaistes. Sakopta, slēdzama kāpņu telpa aprīkota ar pasažieru liftiem, pieejamas velo novietnes. 
+Brīnišķīga atrašanās vieta vienā no pilsētas pieprasītākajiem mikrorajoniem - Āgenskalns. Šī daudzdzīvokļu nama izvietojums sniegs Jums attīstītas infrastruktūras priekšrocības. Tuvumā ir sabiedriskais transports, veikali, izglītības un medicīnas iestādes, aktīvas atpūtas iespējas, kā arī iespēju īsā laika posmā nonākt pilsētas centrā. 

Par iespējām iegādāties citus dzīvokļus šajā projektā vai uzzināt informāciju par citiem projektiem no attīstītāja “Yit Latvija” lūgums sazināties izmantojot norādīto kontaktinformāciju. 

Квартира в энергоэффективном новом проекте “Mārpagalmi 2”. 

+ Квартира предлагается с полной отделкой и оборудованным санузлом, а также с системой рекуперации;
+ Благоустроенная территория с детскими площадками, своим парком с прудом и фонтаном. На всей территории ведется видеонаблюдение;
+ Для удобства жителей в квартирах установлены индивидуальные счетчики, которые считываются автоматически без участия собственника квартиры. Ухоженная, закрытая лестничная клетка оборудована пассажирскими лифтами, установлены велосипедные парковки;
+ Прекрасное расположение в одном из самых востребованных микрорайонов - Агенскалнсе. Местонахождение этого многоквартирного дома предоставит Вам преимущества развитой инфраструктуры. Рядом общественный транспорт, магазины, образовательные и медицинские учреждения, возможности для активного отдыха, а также возможность добраться до центра города за короткий промежуток времени. 

По вопросам приобретения других квартир в этом проекте или получить информацию о других проектах от застройщика “Yit Latvija”, просьба связаться с нами, используя указанную контактную информацию."
212,purvciems/aicmo,Purvciems,Dzelzavas 104,3,60.0,5,7,Jaun.,Paneļu,"Balkons, Parkošanas vieta",151300.0,2521.67,https://www.ss.com/msg/lv/real-estate/flats/riga/purvciems/aicmo.html,"Dzīvoklis energoefektīvā jaunajā projektā “Silvas nami 5”. 

+Dzīvoklis tiek piedāvāts ar pilnu apdari un aprīkotu sanitāro mezglu;
+Nožogota, labiekārtota teritorija ar bērnu laukumiem, visā teritorijā tiek veikta videonovērošana;
+Iedzīvotāju ērtībai dzīvokļiem ir individuālie skaitītāji, kuri tiek nolasīti bez dzīvokļu īpašnieku iesaistes. Sakopta, slēdzama kāpņu telpa aprīkota ar pasažieru liftiem, pieejamas velo novietnes. 
+Brīnišķīga atrašanās vieta vienā no pilsētas pieprasītākajiem mikrorajoniem - Purvciems. Šī daudzdzīvokļu nama izvietojums sniegs Jums attīstītas infrastruktūras priekšrocības. Tuvumā ir sabiedriskais transports, veikali, izglītības un medicīnas iestādes, aktīvas atpūtas iespējas, jo blakus ir mežs, kā arī iespēju īsā laika posmā nonākt pilsētas centrā. 

Par iespējām iegādāties citus dzīvokļus šajā projektā vai uzzināt informāciju par citiem projektiem no attīstītāja “Yit Latvija” lūgums sazināties izmantojot norādīto kontaktinformāciju. 

Квартира в энергоэффективном новом проекте “Silvas nami 4”. 

+ Квартира предлагается с полной отделкой и оборудованным санузлом;
+ Огороженная, благоустроенная территория с детской площадкой, на всей территории ведется видеонаблюдение;
+ Для удобства жителей в квартирах установлены индивидуальные счетчики, которые считываются автоматически без участия собственника квартиры. Ухоженная, закрытая лестничная клетка оборудована пассажирскими лифтами, установлены велосипедные парковки;
+ Прекрасное расположение в одном из самых востребованных микрорайонов - Пурвциемсе. Местонахождение этого многоквартирного дома предоставит Вам преимущества развитой инфраструктуры. Рядом общественный транспорт, магазины, образовательные и медицинские учреждения, возможности для активного отдыха, так как рядом находится лес, а также возможность добраться до центра города за короткий промежуток времени. 

По вопросам приобретения других квартир в этом проекте или получить информацию о других проектах от застройщика “Yit Latvija”, просьба связаться с нами, используя указанную контактную информацию."
213,purvciems/exold,Purvciems,Dzelzavas 104,2,42.0,7,7,Jaun.,Paneļu,Balkons,110100.0,2621.43,https://www.ss.com/msg/lv/real-estate/flats/riga/purvciems/exold.html,"Dzīvoklis energoefektīvā jaunajā projektā “Silvas nami 5”. 

+Dzīvoklis tiek piedāvāts ar pilnu apdari un aprīkotu sanitāro mezglu;
+Nožogota, labiekārtota teritorija ar bērnu laukumiem, visā teritorijā tiek veikta videonovērošana;
+Iedzīvotāju ērtībai dzīvokļiem ir individuālie skaitītāji, kuri tiek nolasīti bez dzīvokļu īpašnieku iesaistes. Sakopta, slēdzama kāpņu telpa aprīkota ar pasažieru liftiem, pieejamas velo novietnes. 
+Brīnišķīga atrašanās vieta vienā no pilsētas pieprasītākajiem mikrorajoniem - Purvciems. Šī daudzdzīvokļu nama izvietojums sniegs Jums attīstītas infrastruktūras priekšrocības. Tuvumā ir sabiedriskais transports, veikali, izglītības un medicīnas iestādes, aktīvas atpūtas iespējas, jo blakus ir mežs, kā arī iespēju īsā laika posmā nonākt pilsētas centrā. 

Par iespējām iegādāties citus dzīvokļus šajā projektā vai uzzināt informāciju par citiem projektiem no attīstītāja “Yit Latvija” lūgums sazināties izmantojot norādīto kontaktinformāciju. 

Квартира в энергоэффективном новом проекте “Silvas nami 5”. 

+ Квартира предлагается с полной отделкой и оборудованным санузлом;
+ Огороженная, благоустроенная территория с детской площадкой, на всей территории ведется видеонаблюдение;
+ Для удобства жителей в квартирах установлены индивидуальные счетчики, которые считываются автоматически без участия собственника квартиры. Ухоженная, закрытая лестничная клетка оборудована пассажирскими лифтами, установлены велосипедные парковки;
+ Прекрасное расположение в одном из самых востребованных микрорайонов - Пурвциемсе. Местонахождение этого многоквартирного дома предоставит Вам преимущества развитой инфраструктуры. Рядом общественный транспорт, магазины, образовательные и медицинские учреждения, возможности для активного отдыха, так как рядом находится лес, а также возможность добраться до центра города за короткий промежуток времени. 

По вопросам приобретения других квартир в этом проекте или получить информацию о других проектах от застройщика “Yit Latvija”, просьба связаться с нами, используя указанную контактную информацию."
214,ziepniekkalns/bcilne,Ziepniekkalns,Ozolciema 18,3,74.0,6,9,119.,Paneļu - ķieģeļu,"Lodžija, Parkošanas vieta",79500.0,1074.32,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bcilne.html,"Pārdod 3-istabu dzīvokli Ziepniekkalnā, Ozolciema ielā, 119. sērija, 6.stāvs. ar ļoti labu kvalitatīvi izpildīto remontu, pārplānojums saskaņots. Saulains, silts. Lielā istabas ir savienota ar halli, divas atsevišķas guļamistabas. Vannas istaba. Tehniskā telpa. Ļoti labā atrašanas vieta, ar attīstīto infrastruktūru - skolas, bērnudārzs, veikali, sabiedriskais transports. Dzīvoklis ir brīvs. Zvaniet, rakstiet, vienosimies par apskati. 
Продаем 3-комнатную квартиру в Зиепниеккалнсе , улица Озолциема, 119 серия, 6 этаж. Квартира с очень качественно выполненным ремонтом, перепланировка согласована. Солнечная, теплая, Большая комната соединена с холлом. Две изолированные комнаты. Ванная. Техническое помещение. Очень хорошее место расположение, с развитой инфраструктурой – школы, детские сады, магазины, общественный транспорт. Квартира освобождена. Звоните, пишите, договоримся о просмотре."
215,plyavnieki/ejklg,Pļavnieki,Pavasara g. 6,4,76.0,3,9,602.,Paneļu,Lodžija,91000.0,1197.37,https://www.ss.com/msg/lv/real-estate/flats/riga/plyavnieki/ejklg.html,"Продаётся просторная 4-комнатная квартира с отличной планировкой и двумя санузлами. 
Квартира расположена в прекрасной локации:
Остановки общественного транспорта в шаговой доступности. 
Магазины, базар, аптеки, парикмахерские, цветочные магазины, пиццерия, суши, пакоматы всё буквально возле дома. 
До школы и детского сада всего 5 минут пешком. 
В скором времени рядом откроется новый спортивный зал ремонт уже идёт. 
Преимущества квартиры:
Три встроенных шкафа + кладовка для хранения. 
Узаконенная перепланировка. 
Кухня полностью оборудована встроенной техникой, включая посудомоечную машину. 
Спокойные и дружелюбные соседи. 

Pārdod plašu 4 istabu dzīvokli ar lielisku plānojumu un divām vannasistabām. 
Dzīvoklis atrodas lieliskā vietā:
Sabiedriskā transporta pieturas dažu soļu attālumā. 
Veikali, tirgus, aptiekas, frizētavas, ziedu veikali, picērija, suši, pakomāti viss tieši pie mājas. 
Līdz skolai un bērnudārzam tikai 5 minūšu gājiens. 
Drīzumā blakus tiks atvērts jauns sporta zāle remontdarbi jau notiek. 
Dzīvokļa priekšrocības:
Trīs iebūvētie skapji un pieliekamais ideāli glabāšanai. 
Legalizēta pārplānošana. 
Virtuve pilnībā aprīkota ar iebūvētu tehniku, tostarp trauku mazgājamo mašīnu. 
Mierīgi un draudzīgi kaimiņi. 
Ideāls variants ērtai ģimenes dzīvei."
216,centre/epifg,centrs,Timoteja 1a,4,126.0,2,5,P. kara,Mūra,,144000.0,1142.86,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/epifg.html,"Pārdodam plašu dzīvokli par izdevīgu cenu pilsētas centrā. 
Ideāla vieta dzīvošanai lielai ģimenei. 
Dzīvoklis ir jāredz, fotogrāfijas neatspoguļo visu mājīgumu un komfortu. 
Dzīvoklī veikts kapitālais remonts. 
Dzīvoklī ir 4, 5 istabas un lielisks plānojums: trīs izolētas istabas un tikai viena caurstaigājama istaba. 
Vienā no istabām ir blakus istaba, kurā var ierīkot garderobi vai papildu vannas istabu. 
Dzīvoklī ir plaša virtuve-ēdamistaba (17, 7 kv. m), kas aprīkota ar iebūvētām mēbelēm un visu nepieciešamo sadzīves tehniku. Viss ir pilnīgi jauns. 
Dzīvoklī ir augsti griesti, daudz gaisa un gaismas, pozitīva enerģija. 
No logiem paveras skats uz klusu ielu (bez satiksmes, strupceļš) un slēgtu pagalmu. 
Dzīvoklis nav stūra dzīvoklis un ir ļoti silts. 
Dzīvoklī sienas un grīdas ir izlīdzinātas. Grīda ir klāta ar kvalitatīvu laminātu, bet sienas klātas ar krāsojamām tapetēm. Ir uzstādītas skaistas durvis. Jauna elektroinstalācija un santehnika. 
Pagalmā ir autostāvvietas, vārti atveras attālināti. No kāpņu telpas ir arī izeja uz autostāvvietu. 
Kaimiņi klusi un draudzīgi. 
Mājas atrašanās vieta ir lieliska, pastaigas attālumā ir lielveikali, parki, teātri, jebkurš sabiedriskais transports. 
Māju uztur iedzīvotāju biedrība (Ipašnieku biedrība). 
Garantējam ātru dzīvokļa atbrīvošanu pēc darījuma. 
Telpām ir ērta atrašanās vieta un tās var izmantot arī komercdarbībai. 
Mēs esam atvērti dialogam un gatavi izskatīt jūsu priekšlikumus. 

Продаем просторную квартиру по отличной цене в центре города. 
Идеальное место жительства для большой семьи. 
Квартиру нужно увидеть , фотографии не отражают всего уюта и комфорта. 
В квартире сделан капитальный ремонт. 
Квартира имеет 4, 5 комнаты и прекрасную планировку : три изолированные комнаты, и только одна проходная комната .
Одна из комнат имеет смежное помещение, где можно сделать гардероб или дополнительный санузел. 
В квартире просторная кухня-столовая (17, 7 кв. м) оборудована встроенной мебелью и всей необходимой бытовой техникой. Все абсолютно новое. 
В квартире высокие потолки , много воздуха и света, позитивная энргетика. 
Окна выходят на спокойную улицу( не поезжая , тупиковая) и на закрытый двор. 
Квартира не угловая и очень теплая. 
В квартире выравнены стены и полы. На полу качественный ламинат, на стенах обои под покраску. Установлены красивые двери. Новая электропроводка и сантехника. 
Есть парковочные места во дворе , ворота открываются дистанционно. Также есть выход на парковку из подъезда. 
Соседи спокойные и дружелюбные. 
Местоположение дома прекрасное , в шаговой доступности находятся супермаркеты, парки, театры , любой общественный транспорт. 
Дом обслуживает товарищество жильцов (Ipašnieku biedriba). 
Гарантируем быстрое освобождение квартиры после сделки. 
Помещение с удобной локацией, его можно использовать и для коммерческой деятельности .
Мы открыты к диалогу и готовы рассмотреть ваши предложения."
217,mezhciems/ffjxp,Mežciems,Kaivas 50/4,1,38.0,5,5,Jaun.,Ķieģeļu-paneļu,,67000.0,1763.16,https://www.ss.com/msg/lv/real-estate/flats/riga/mezhciems/ffjxp.html,"Pārdod dzīvokli, ko varētu pārveidot par 2-istabu dzīvokli, uzstādot reģipša vai bīdāmo starpsienu. Ozolkoka parketa grīda. Liels iebūvēts skapis. Nepieciešams kosmētiskais remonts, kas ļaus Jums dzīvot dzīvoklī ar remontu pēc Jūsu gaumes. Dzīvoklis ir silts un saulains ar lieliem panorāmas logiem un franču balkonu. Augsti griesti. Individuāli apkures skaitītāji. Ekonomiski komunālie maksājumi. Kluss zaļš pagalms. Bezmaksas auto novietošanas iespējas blakus mājai. Pazemes autostāvvietu var iegādāties atsevišķi vai īrēt par 50 EUR mēnesī. Veikali 300 m attālumā no mājas. Sabiedriskā transporta pieturas 500 m attālumā. Slēgta kāpņu telpa, papidus slēdzama kāpņu telpa uz sava stāva. Laba skaņas izolācija. Klusi un draudzīgi kaimiņi. Lieliski piemērots gan dzīvošanai, gan izīrēšanai. 

Продается квартира, которую можно сделать 2-комнатной, посредством регипсовой стены или раздвижной перегородки. Дубовый паркетный пол. Большой встроенный шкаф. Требуется косметический ремонт, что позволит жить в квартире с ремонтом под свой вкус. Квартира теплая и солнечная с большими панорамными окнами и французским балконом. Высокие потолки. Индивидуальные счетчики отопления. Низкие коммунальные платежи. Тихий зеленый двор. Бесплатные места для парковки рядом с домом. Подземную парковку можно приобрести отдельно или арендовать за 50 EUR в месяц. Магазины в 300 м от дома. Остановки общественного транспорта – 500 м от дома. Закрываемая на ключ лестничная клетка на своем этаже. Хорошая звукоизоляция. Тихие и дружелюбные соседи. Идеально подходит как для проживания, так и для сдачи в аренду. 

For sale an apartment that can be made into a 2-room apartment by installing a regipse wall or a sliding partition. Oak parquet flooring. Large built-in wardrobe. Requires cosmetic repairs, which will allow you to live in the apartment with repairs to your taste. The apartment is warm and sunny with large panoramic windows and a French balcony. High ceilings. Individual heating meters. Low utility bills. Quiet and green courtyard. Free parking near the house. Underground parking can be purchased separately or rented for 50 EUR per month. Shops in 300 m from the house. Public transport stops 500 m from the house. Enclosed staircase, additional lockable staircase on own floor. Good insulation. Quiet and friendly neighbours. Ideal for both living and renting."
218,sarkandaugava/glcmh,Sarkandaugava,Viestura pr. 49,1,35.0,9,9,Specpr.,Ķieģeļu-paneļu,Parkošanas vieta,34500.0,985.71,https://www.ss.com/msg/lv/real-estate/flats/riga/sarkandaugava/glcmh.html,"Īpašnieks pārdod mājīgu un gaišu dzīvokli 9. stāvā iepretim Mežaparkam. 

Dzīvoklis ir funkcionāli pārdomāts, sadalot telpas 2 pilnās zonās. 2024. gadā veikts daļējs kosmētiskais remonts. Zemi komunālo pakalpojumu rēķini (vasarā ~ 80 eiro, ziemā ~ 180 eiro). Zeme atrodas īpašumā. 

Lieliska infrastruktūra, pastaigas attālumā 3 bērnudārzi, 2 skolas, pārtikas veikali, poliklīnika, Mežaparka mežs atrodas pāri ceļam, jūra 15 minūšu brauciena attālumā ar automašīnu. 
No transporta, pastaigas attālumā ir visu veidu transporta pieturas (tramvajs, autobusi, trolejbuss, jaunā dzelzceļa stacija Dauderi). Pagājušajā gadā notika Dauderu parka atklāšana. Parks satur atpūtas vietas un rotaļu, kā arī sporta laukumu. 

- - - - -

Собственник продает уютную и светлую квартиру на 9 этаже напротив Межапарка. 

Квартира функционально продумана разделением комнаты на 2 полноценные зоны. В 2024 году проведен частичный косметический ремонт. Низкие коммунальные платежи ( летом ~80 евро, зимой ~180 евро). Земля в собственности. 

Отличная инфраструктура, в шаговой доступности 3 детских сада, 2 школы, сетевые продуктовые магазины, поликлиника, лес Межапарка находится через дорогу, до моря на машине 15 минут. 
Из транспорта в шаговой доступности находятся остановки всех видов транспорта, (трамвай, автобусы, троллейбус, новая ж/д станция Dauderi). В прошлом году состоялось открытие парка “Dauderu parks”, в котором есть места для отдыха, детская и спортивная площадки. 

- - - - -

The owner sells a cozy and bright apartment on the 9th floor right by Mežaparks. 

The apartment is functionally thought out by dividing the room into 2 full zones. In 2024, partial cosmetic repairs were carried out. Low utility bills (in summer ~ 80 euros, in winter ~ 180 euros). Land is owned. 

Excellent infrastructure, within a short walk you can find 3 kindergartens, 2 schools, chain grocery stores, a clinic, the Mežaparks forest is across the road, the sea is in 15 minutes by car. 
From transport, all types of transport stops are within walking distance (tram, buses, trolleybus, the new Dauderi railway station). Last year, the opening of the park ""Dauderu parks"" took place, which has places for recreation, a children's and sports grounds."
219,ilguciems/ohmxn,Iļģuciems,Slokas 112,2,37.0,4,5,LT proj.,Paneļu,"Balkons, Parkošanas vieta",35900.0,970.27,https://www.ss.com/msg/lv/real-estate/flats/riga/ilguciems/ohmxn.html,"Ērtā Iļģuciema lokācijā iegādei pieejams gaišs un saulains 2 - istabu dzīvoklis ar balkonu. 

Par īpašumu:
+ Dzīvokļa kopējā platība 36, 85m2, 
+ Zeme īpašumā, 
+ Zemi komunālie maksājumi. Vasarā – 45eur, Ziemā -140eur, 
+ Dzīvoklī nomainīti logi un balkona durvis, 
+ Kopta un tīra kāpņutelpa, kurā var iekļūt ar koda atslēgu, 
+ Pie mājas iespējams novietot automašīnu iekoptā stāvvietā, 
+ Dzīvoklī ir centrālā apkure, elektrība, gāze, siltais un aukstais ūdens, 
+ Labs plānojums: viesistaba ar balkonu, guļamistaba, virtuve, koridors un vannasistaba, tualete, 
+ Dzīvoklis ļoti silts un mājīgs, 
+ Apsaimnieko SIA “Rīgas namu pārvaldnieks”. 

Labi attīstīta infrastruktūra. 
Blakus atrodas skolas, bērnudārzi, sabiedriskā transporta pieturas, pasts, aptieka, bibliotēka, veselības centrs, tirgus un veikali. Ļoti ērti izbraukt uz Lielupi, Jūrmalu. 

Droši zvaniet jebkurā Jums ērtā laikā, lai vienotos par apskates laikiem. 
Pēc vajadzības mūsu klientiem palīdzēsim ar izdevīgāku hipotekārā kredīta noformēšanu, kā arī, piedāvājam sertificēta vērtātāja pakalpojumus. 

Dzīvoklis ir sagatavots remontam un gaida savu nākamo īpašnieku. 

Светлая и уютная 2-комнатная квартира в самом центре Ильгюциемса. 

О недвижимости:
+ Общая площадь квартиры 36, 85м2, 
+ Земля в собственности, 
+ Низкие счета за коммунальные услуги. Летом – 45 евро, зимой -140 евро, 
+ Управляется SIA Rigas namu pārvaldnieks, 
+ В квартире заменены окна и балконные двери, 
+ Ухоженная и чистая лестничная клетка, доступ к которой осуществляется с помощью кодового ключа, 
+ Машину можно оставить на благоустроенной парковке возле дома, 
+ В квартире есть центральное отопление, электричество, газ, горячая и холодная вода, 
+ Хорошая планировка: гостиная с балконом, спальня, кухня, коридор и ванная комната, туалет, 
+ Квартира очень теплая и уютная. 

Развитая инфраструктура. 
Рядом находятся школы, детские сады, остановки общественного транспорта, почта, аптека, библиотека, поликлиника, рынок и магазины. Очень удобно добираться до Лиелупе, Юрмалы. 

Звоните в любое удобное для вас время, чтобы договориться о времени просмотра. 
При необходимости мы поможем нашим клиентам с более выгодным ипотечным кредитом, а также предложим услуги сертифицированного оценщика. 

Квартира подготовлена к ремонту и ждет своего следующего хозяина."
220,centre/ahjhb,centrs,Eksporta 3,4,100.0,1,5,P. kara,Mūra,Parkošanas vieta,124000.0,1240.0,https://www.ss.com/msg/lv/real-estate/flats/riga/centre/ahjhb.html,"Īpašnieks pārdod plašu un perspektīvu dzīvokli klusajā pilsētas centrā ar skatu uz Daugavu. 

+ Virtuve, 4 nodalītas istabas, atsevišķa tualete un vannas istaba;
+ zeme īpašumā;
+ ar kodu slēdzama kāpņu telpa;
+ koka dēļu grīdas, augstie griesti, individuālie ūdens skaitītāji, centrālā apkure;
+ tikko nomainīti 3-pakešu logi, uzsākts remonts – viena istaba pilnībā izremontēta;
+ logi vērsti uz divām pusēm;
+ attīstīta infrastruktūra - tuvumā atrodas veikali, restorāni, kafejnīcas, parki, upes osta, jahtu klubs, skolas un bērnudārzi;
+ auto var novietot mājas pagalmā, kurš aprīkots ar šlagbaumu;
+ teicama sabiedriskā transporta satiksme;
+ 20 minūšu gājiena attālumā Vecrīga, pilsētas centrs. 

Lai sarunātu apskates laiku un saņemtu atbildes uz Jums interesējošiem jautājumiem, lūdzu, zvaniet."
221,bolderaya/amieo,Bolderāja,Gobas 31,2,38.0,5,5,Hrušč.,Ķieģeļu-paneļu,,31500.0,828.95,https://www.ss.com/msg/lv/real-estate/flats/riga/bolderaya/amieo.html,"Собственник продает 2 - комнатную квартиру. Хоршее месторасположение: рядом детский сад, школа, магазины, остановки общественного транспорта, парковка у дома. Окна выходят на солнечную сторону. Раздельный санузел. Балкон. Тихие соседи. В квартире центральное отопление и газ. Стоят хорошие стеклопакеты. Комнаты раздельные. Так же в квартире имеется вся необходимая мебель и техника для проживания. Очень низкие коммунальные платежи, зимний счет чуть больше 100 евро. 

Īpašnieks pārdod divistabu dzīvokli. Laba atrašanās vieta: tuvumā atrodas bērnudārzs, skola, veikali, sabiedriskā transporta pieturas, autostāvvieta pie mājas. Logi vērsti uz saulaino pusi. Atsevišķa vannas istaba. Balkons. Klusi kaimiņi. Dzīvoklī ir centrālā apkure un gāzes apgāde. Ir labi stikla pakešu logi. Istabas ir atsevišķas. Dzīvoklī ir arī visas nepieciešamās mēbeles un aprīkojums dzīvošanai. Ļoti zemi komunālo pakalpojumu rēķini, ziemā nedaudz virs 100 eiro."
